Division,District,Name of the College,Name of the Department,No. of MBBS seats,Total Beds,Total Units,UG Professor ,UG  Associate Prof. / Reader,UG Assistant Professor / Lecturer,UG Sr. Residents ,UG Tutors/ Demonstrators,No of PG Seats,PG Professor ,PG Associate Prof. / Reader,PG Assistant Professor / Lecturer,PG Sr. Residents ,PG Tutors/ Demonstrators,Total Annual Intake of PG Seats,Professor (Compliance/ Non Compliance),Associate Prof. / Reader (Compliance/ Non Compliance),Assistant Professor / Lecturer (Compliance/ Non Compliance),Sr. Residents (Compliance/ Non Compliance),Tutors/ Demonstrators (Compliance/ Non Compliance)
Pune,Satara,GMC Satara,Pharmacology,0,0,0,1,1,1,0,0,0,1,1,1,0,2,,Complied,Complied,Complied,Complied,Not Complied
Pune,Satara,GMC Satara,Community Medicine,0,0,0,0,1,2,0,0,0,1,2,2,0,3,,Not Complied,Not Complied,Complied,Complied,Not Complied
Pune,Satara,GMC Satara,General Medicine,0,120,2,1,0,0,0,0,0,1,3,4,4,0,,Complied,Not Complied,Not Complied,Not Complied,Complied
Pune,Satara,GMC Satara,Paediatrics,0,60,1,0,0,0,0,0,0,1,1,2,2,0,,Not Complied,Not Complied,Not Complied,Not Complied,Complied
Pune,Satara,GMC Satara,Psychiatry,0,10,1,0,0,0,0,0,0,0,1,1,1,0,,Complied,Not Complied,Not Complied,Not Complied,Complied
Pune,Satara,GMC Satara,"Dermatology, Venereology and Leprosy",0,10,1,0,0,1,0,0,0,0,1,1,1,0,,Complied,Not Complied,Complied,Not Complied,Complied
Pune,Satara,GMC Satara,Tuberculosis And Respiratory Diseases,0,0,0,0,0,0,1,0,0,1,0,1,1,0,,Not Complied,Complied,Not Complied,Complied,Complied
Pune,Satara,GMC Satara,General Surgery,0,120,2,0,0,2,2,0,0,1,3,4,4,0,,Not Complied,Not Complied,Not Complied,Not Complied,Complied
Pune,Satara,GMC Satara,Orthopaedics,0,60,1,0,0,0,2,0,0,1,1,2,2,0,,Not Complied,Not Complied,Not Complied,Complied,Complied
Pune,Satara,GMC Satara,Radio-Diagnosis,0,0,0,0,0,0,2,0,0,1,1,1,2,0,,Not Complied,Not Complied,Not Complied,Complied,Complied
Pune,Satara,GMC Satara,Ophthalmology,0,30,1,1,0,1,1,0,0,1,1,1,1,0,,Complied,Not Complied,Complied,Complied,Complied
Pune,Satara,GMC Satara,Obstetrics And Gynaecology,0,60,1,1,0,0,0,0,0,1,1,2,2,0,,Complied,Not Complied,Not Complied,Not Complied,Complied
Pune,Satara,GMC Satara,Anaesthesiology,0,0,0,0,2,0,0,0,0,1,2,4,3,0,,Not Complied,Complied,Not Complied,Not Complied,Complied
Pune,Satara,GMC Satara,Dentistry,0,0,0,0,0,0,1,0,0,1,1,1,0,0,,Not Complied,Not Complied,Not Complied,Not Complied,Complied
Pune,Satara,GMC Satara,Any Other - ,0,30,1,0,0,0,0,0,0,1,0,0,0,0,,Not Complied,Complied,Complied,Complied,Complied
Konkan,Sindhudurg,GMC Sindhudurg,Anatomy,100,0,0,1,1,3,5,0,0,1,1,1,0,3,,Complied,Complied,Not Complied,Not Complied,Not Complied
Konkan,Sindhudurg,GMC Sindhudurg,Physiology,0,0,0,1,1,3,3,0,0,1,1,1,0,3,,Complied,Complied,Not Complied,Not Complied,Not Complied
Konkan,Sindhudurg,GMC Sindhudurg,Biochemistry,0,0,0,1,1,2,4,0,0,1,1,1,0,3,,Complied,Complied,Not Complied,Not Complied,Not Complied
Konkan,Sindhudurg,GMC Sindhudurg,Pathology,0,0,0,1,3,3,5,0,0,1,2,3,0,4,,Complied,Not Complied,Complied,Not Complied,Not Complied
Konkan,Sindhudurg,GMC Sindhudurg,Microbiology,0,0,0,1,1,3,4,0,0,1,1,1,0,3,,Complied,Complied,Not Complied,Not Complied,Not Complied
Konkan,Sindhudurg,GMC Sindhudurg,Pharmacology,0,0,0,1,2,3,4,0,0,1,1,1,0,2,,Complied,Not Complied,Not Complied,Not Complied,Not Complied
Konkan,Sindhudurg,GMC Sindhudurg,Forensic Medicine Including Toxicology,0,0,0,1,1,1,3,0,0,1,0,1,0,2,,Complied,Not Complied,Complied,Not Complied,Not Complied
Konkan,Sindhudurg,GMC Sindhudurg,Community Medicine,0,0,0,1,2,4,4,0,0,1,2,2,0,3,,Complied,Complied,Not Complied,Not Complied,Not Complied
Konkan,Sindhudurg,GMC Sindhudurg,General Medicine,0,100,5,1,4,5,5,0,0,1,3,4,4,0,,Complied,Not Complied,Not Complied,Not Complied,Complied
Konkan,Sindhudurg,GMC Sindhudurg,Paediatrics,0,60,3,1,2,3,3,0,0,1,1,2,2,0,,Complied,Not Complied,Not Complied,Not Complied,Complied
Konkan,Sindhudurg,GMC Sindhudurg,Psychiatry,0,5,1,1,1,1,1,0,0,0,1,1,1,0,,Not Complied,Complied,Complied,Complied,Complied
Konkan,Sindhudurg,GMC Sindhudurg,"Dermatology, Venereology and Leprosy",0,2,1,1,1,1,1,0,0,0,1,1,1,0,,Not Complied,Complied,Complied,Complied,Complied
Konkan,Sindhudurg,GMC Sindhudurg,Tuberculosis And Respiratory Diseases,0,8,1,0,1,1,1,0,0,1,0,1,1,0,,Not Complied,Not Complied,Complied,Complied,Complied
Konkan,Sindhudurg,GMC Sindhudurg,General Surgery,0,85,5,1,4,5,5,0,0,1,3,4,4,0,,Complied,Not Complied,Not Complied,Not Complied,Complied
Konkan,Sindhudurg,GMC Sindhudurg,Orthopaedics,0,60,3,1,2,3,3,0,0,1,1,2,2,0,,Complied,Not Complied,Not Complied,Not Complied,Complied
Konkan,Sindhudurg,GMC Sindhudurg,Radio-Diagnosis,0,5,0,1,1,1,3,0,0,1,1,1,2,0,,Complied,Complied,Complied,Not Complied,Complied
Konkan,Sindhudurg,GMC Sindhudurg,Oto-Rhinolaryngology (ENT),0,5,2,1,1,2,2,0,0,1,1,1,1,0,,Complied,Complied,Not Complied,Not Complied,Complied
Konkan,Sindhudurg,GMC Sindhudurg,Ophthalmology,0,5,2,1,1,2,2,0,0,1,1,1,1,0,,Complied,Complied,Not Complied,Not Complied,Complied
Konkan,Sindhudurg,GMC Sindhudurg,Obstetrics And Gynaecology,0,80,4,1,3,4,4,0,0,1,1,2,2,0,,Complied,Not Complied,Not Complied,Not Complied,Complied
Konkan,Sindhudurg,GMC Sindhudurg,Anaesthesiology,0,0,0,1,3,5,3,0,0,1,2,4,3,0,,Complied,Not Complied,Not Complied,Complied,Complied
Konkan,Sindhudurg,GMC Sindhudurg,Emergency Medicine,0,15,1,1,1,1,9,0,0,1,0,0,0,0,,Complied,Not Complied,Not Complied,Not Complied,Complied
Konkan,Sindhudurg,GMC Sindhudurg,Dentistry,0,0,0,1,1,1,1,0,0,1,1,1,0,0,,Complied,Complied,Complied,Not Complied,Complied
Pune,Solapur,GMC Solapur,Anatomy,200,0,0,0,2,3,6,3,3,1,2,3,0,4,3,Not Complied,Complied,Complied,Not Complied,Not Complied
Pune,Solapur,GMC Solapur,Physiology,0,0,0,1,3,2,5,0,3,1,2,3,0,4,3,Complied,Not Complied,Not Complied,Not Complied,Not Complied
Pune,Solapur,GMC Solapur,Biochemistry,0,0,0,0,3,1,5,0,2,1,2,3,0,4,2,Not Complied,Not Complied,Not Complied,Not Complied,Not Complied
Pune,Solapur,GMC Solapur,Pathology,0,0,0,1,5,4,7,7,7,1,3,4,0,6,7,Complied,Not Complied,Complied,Not Complied,Not Complied
Pune,Solapur,GMC Solapur,Microbiology,0,0,0,0,3,4,5,0,3,1,2,3,0,4,3,Not Complied,Not Complied,Not Complied,Not Complied,Not Complied
Pune,Solapur,GMC Solapur,Pharmacology,0,0,0,1,3,0,7,0,3,1,2,3,0,4,3,Complied,Not Complied,Not Complied,Not Complied,Not Complied
Pune,Solapur,GMC Solapur,Forensic Medicine Including Toxicology,0,0,0,1,2,2,5,0,4,1,1,1,0,4,4,Complied,Not Complied,Not Complied,Not Complied,Not Complied
Pune,Solapur,GMC Solapur,Community Medicine,0,0,0,0,3,5,7,0,6,1,2,4,0,5,6,Not Complied,Not Complied,Not Complied,Not Complied,Not Complied
Pune,Solapur,GMC Solapur,General Medicine,0,210,7,1,4,7,8,0,11,1,6,7,7,0,11,Complied,Not Complied,Complied,Not Complied,Complied
Pune,Solapur,GMC Solapur,Paediatrics,0,155,3,1,2,3,6,0,8,1,3,4,4,0,8,Complied,Not Complied,Not Complied,Not Complied,Complied
Pune,Solapur,GMC Solapur,Psychiatry,0,30,1,1,1,2,2,0,3,1,0,1,1,0,3,Complied,Not Complied,Not Complied,Not Complied,Complied
Pune,Solapur,GMC Solapur,"Dermatology, Venereology and Leprosy",0,30,1,1,1,2,2,0,3,1,0,1,1,0,3,Complied,Not Complied,Not Complied,Not Complied,Complied
Pune,Solapur,GMC Solapur,Tuberculosis And Respiratory Diseases,0,35,1,1,2,2,2,0,0,1,0,1,1,0,0,Complied,Not Complied,Not Complied,Not Complied,Complied
Pune,Solapur,GMC Solapur,General Surgery,0,210,6,1,4,7,8,0,8,1,6,7,7,0,8,Complied,Not Complied,Complied,Not Complied,Complied
Pune,Solapur,GMC Solapur,Orthopaedics,0,120,4,1,2,3,5,0,2,1,3,4,4,0,2,Complied,Not Complied,Not Complied,Not Complied,Complied
Pune,Solapur,GMC Solapur,Radio-Diagnosis,0,0,0,1,1,3,4,0,4,1,1,2,3,0,4,Complied,Complied,Not Complied,Not Complied,Complied
Pune,Solapur,GMC Solapur,Oto-Rhinolaryngology (ENT),0,30,1,0,1,2,3,0,3,1,1,1,1,0,3,Not Complied,Complied,Not Complied,Not Complied,Complied
Pune,Solapur,GMC Solapur,Ophthalmology,0,40,1,1,1,2,3,0,3,1,1,2,2,0,3,Complied,Complied,Complied,Not Complied,Complied
Pune,Solapur,GMC Solapur,Obstetrics And Gynaecology,0,120,3,1,3,4,5,0,9,1,3,4,4,0,9,Complied,Complied,Complied,Not Complied,Complied
Pune,Solapur,GMC Solapur,Anaesthesiology,0,0,4,1,3,4,5,0,6,1,4,5,4,0,7,Complied,Not Complied,Not Complied,Not Complied,Complied
Pune,Solapur,GMC Solapur,Emergency Medicine,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,Not Complied,Complied,Complied,Not Complied,Complied
Pune,Solapur,GMC Solapur,Dentistry,0,0,0,0,0,0,2,0,0,1,1,1,0,0,,Not Complied,Not Complied,Not Complied,Not Complied,Complied
Amaravati,Washim,GMC Washim,Anatomy,100,0,0,0,1,1,0,0,0,1,1,1,0,3,,Not Complied,Complied,Complied,Complied,Not Complied
Amaravati,Washim,GMC Washim,Physiology,0,0,0,0,1,0,0,0,0,1,1,1,0,3,,Not Complied,Complied,Not Complied,Complied,Not Complied
Amaravati,Washim,GMC Washim,Biochemistry,0,0,0,0,0,1,1,0,0,1,1,1,0,3,,Not Complied,Not Complied,Complied,Not Complied,Not Complied
Amaravati,Washim,GMC Washim,Pathology,0,0,0,0,0,1,1,0,0,1,2,3,0,4,,Not Complied,Not Complied,Not Complied,Not Complied,Not Complied
Amaravati,Washim,GMC Washim,Microbiology,0,0,0,0,0,0,1,0,0,1,1,1,0,3,,Not Complied,Not Complied,Not Complied,Not Complied,Not Complied
Amaravati,Washim,GMC Washim,Community Medicine,0,0,0,0,0,1,0,0,0,1,2,2,0,3,,Not Complied,Not Complied,Not Complied,Complied,Not Complied
Amaravati,Washim,GMC Washim,General Medicine,0,60,1,0,0,3,2,0,0,1,3,4,4,0,,Not Complied,Not Complied,Not Complied,Not Complied,Complied
Amaravati,Washim,GMC Washim,Paediatrics,0,50,1,0,0,0,1,0,0,1,1,2,2,0,,Not Complied,Not Complied,Not Complied,Not Complied,Complied
Amaravati,Washim,GMC Washim,Psychiatry,0,10,1,0,0,0,0,0,0,0,1,1,1,0,,Complied,Not Complied,Not Complied,Not Complied,Complied
Amaravati,Washim,GMC Washim,"Dermatology, Venereology and Leprosy",0,10,1,0,0,0,1,0,0,0,1,1,1,0,,Complied,Not Complied,Not Complied,Complied,Complied
Amaravati,Washim,GMC Washim,General Surgery,0,100,1,0,1,3,1,0,0,1,3,4,4,0,,Not Complied,Not Complied,Not Complied,Not Complied,Complied
Amaravati,Washim,GMC Washim,Orthopaedics,0,20,1,0,0,0,1,0,0,1,1,2,2,0,,Not Complied,Not Complied,Not Complied,Not Complied,Complied
Amaravati,Washim,GMC Washim,Oto-Rhinolaryngology (ENT),0,20,1,0,0,1,0,0,0,1,1,1,1,0,,Not Complied,Not Complied,Complied,Not Complied,Complied
Amaravati,Washim,GMC Washim,Ophthalmology,0,20,1,0,0,1,0,0,0,1,1,1,1,0,,Not Complied,Not Complied,Complied,Not Complied,Complied
Amaravati,Washim,GMC Washim,Obstetrics And Gynaecology,0,100,1,0,0,1,0,0,0,1,1,2,2,0,,Not Complied,Not Complied,Not Complied,Not Complied,Complied
Amaravati,Washim,GMC Washim,Anaesthesiology,0,0,0,0,2,1,1,0,0,1,2,4,3,0,,Not Complied,Complied,Not Complied,Not Complied,Complied
Amaravati,Washim,GMC Washim,Any Other - Casualty,0,6,0,0,0,0,0,0,0,1,0,0,0,0,,Not Complied,Complied,Complied,Complied,Complied
Amaravati,Washim,GMC Washim,Any Other - ICU/SNCU,0,6,0,0,0,0,0,0,0,1,0,0,0,0,,Not Complied,Complied,Complied,Complied,Complied
Amaravati,Washim,GMC Washim,Any Other - PICU,0,28,0,0,0,0,0,0,0,1,0,0,0,0,,Not Complied,Complied,Complied,Complied,Complied
Nashik,Dhule,GMC Dhule,Anatomy,150,0,0,1,2,6,5,0,0,1,1,2,0,3,,Complied,Not Complied,Not Complied,Not Complied,Not Complied
Nashik,Dhule,GMC Dhule,Physiology,0,0,0,1,3,6,3,0,0,1,1,2,0,3,,Complied,Not Complied,Not Complied,Not Complied,Not Complied
Nashik,Dhule,GMC Dhule,Biochemistry,0,0,0,1,3,3,4,0,7,1,1,2,0,4,,Complied,Not Complied,Not Complied,Not Complied,Not Complied
Nashik,Dhule,GMC Dhule,Pathology,0,0,0,1,3,5,5,0,2,1,3,3,0,5,,Complied,Complied,Not Complied,Not Complied,Not Complied
Nashik,Dhule,GMC Dhule,Microbiology,0,0,0,1,2,3,4,0,3,1,1,2,0,4,,Complied,Not Complied,Not Complied,Not Complied,Not Complied
Nashik,Dhule,GMC Dhule,Pharmacology,0,0,0,1,2,3,4,0,0,1,1,2,0,3,,Complied,Not Complied,Not Complied,Not Complied,Not Complied
Nashik,Dhule,GMC Dhule,Forensic Medicine Including Toxicology,0,0,0,1,2,3,3,0,5,1,1,1,0,3,,Complied,Not Complied,Not Complied,Not Complied,Not Complied
Nashik,Dhule,GMC Dhule,Community Medicine,0,0,0,1,2,4,4,0,0,1,2,3,0,4,,Complied,Complied,Not Complied,Not Complied,Not Complied
Nashik,Dhule,GMC Dhule,General Medicine,0,150,5,1,3,5,8,0,4,1,4,5,5,0,,Complied,Not Complied,Complied,Not Complied,Complied
Nashik,Dhule,GMC Dhule,Paediatrics,0,90,2,1,2,3,5,0,3,1,2,3,3,0,,Complied,Complied,Complied,Not Complied,Complied
Nashik,Dhule,GMC Dhule,Psychiatry,0,10,1,1,1,1,2,0,2,0,1,1,1,0,,Not Complied,Complied,Complied,Not Complied,Complied
Nashik,Dhule,GMC Dhule,"Dermatology, Venereology and Leprosy",0,10,1,1,1,1,2,0,3,0,1,1,1,0,,Not Complied,Complied,Complied,Not Complied,Complied
Nashik,Dhule,GMC Dhule,Tuberculosis And Respiratory Diseases,0,10,1,1,1,1,2,0,0,1,0,1,1,0,,Complied,Not Complied,Complied,Not Complied,Complied
Nashik,Dhule,GMC Dhule,General Surgery,0,130,4,1,3,5,8,0,6,1,4,5,5,0,,Complied,Not Complied,Complied,Not Complied,Complied
Nashik,Dhule,GMC Dhule,Orthopaedics,0,90,3,1,2,3,5,0,3,1,2,3,3,0,,Complied,Complied,Complied,Not Complied,Complied
Nashik,Dhule,GMC Dhule,Radio-Diagnosis,0,0,0,1,2,3,4,0,0,1,1,1,3,0,,Complied,Not Complied,Not Complied,Not Complied,Complied
Nashik,Dhule,GMC Dhule,Radiotherapy,0,0,0,0,0,0,0,0,0,1,0,1,3,0,,Not Complied,Complied,Not Complied,Not Complied,Complied
Nashik,Dhule,GMC Dhule,Oto-Rhinolaryngology (ENT),0,30,1,1,1,1,3,0,3,1,1,1,1,0,,Complied,Complied,Complied,Not Complied,Complied
Nashik,Dhule,GMC Dhule,Ophthalmology,0,30,2,1,1,1,3,0,2,1,1,1,1,0,,Complied,Complied,Complied,Not Complied,Complied
Nashik,Dhule,GMC Dhule,Obstetrics And Gynaecology,0,110,4,1,2,5,7,0,6,1,2,3,3,0,,Complied,Complied,Not Complied,Not Complied,Complied
Nashik,Dhule,GMC Dhule,Anaesthesiology,0,0,0,1,2,3,6,0,7,1,3,5,3,0,,Complied,Not Complied,Not Complied,Not Complied,Complied
Nashik,Dhule,GMC Dhule,Physical Medicine And Rehabilitation,0,0,0,0,0,,0,0,0,1,0,1,2,0,,Not Complied,Complied,Not Complied,Not Complied,Complied
Nashik,Dhule,GMC Dhule,Emergency Medicine,0,20,1,0,0,0,9,0,0,0,0,0,0,0,,Complied,Complied,Complied,Not Complied,Complied
Nashik,Dhule,GMC Dhule,Radiation Oncology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Complied,Complied,Complied,Complied,Complied
Nashik,Dhule,GMC Dhule,Dentistry,0,0,1,1,0,1,1,0,0,1,1,1,0,0,,Complied,Not Complied,Complied,Not Complied,Complied
Chhatrapati Sambhajinagar,Chhatrapati Sambhajinagar,GMC Chh. Sambhajinagar,DM – Neonatology,0,0,0,0,1,0,0,0,4,0,0,0,0,0,,Complied,Not Complied,Complied,Complied,Complied
Chhatrapati Sambhajinagar,Chhatrapati Sambhajinagar,GMC Chh. Sambhajinagar,Anatomy,200,0,0,1,4,6,6,0,3,1,2,3,0,4,,Complied,Not Complied,Not Complied,Not Complied,Not Complied
Chhatrapati Sambhajinagar,Chhatrapati Sambhajinagar,GMC Chh. Sambhajinagar,Physiology,0,0,0,1,7,8,5,0,0,1,2,3,0,4,,Complied,Not Complied,Not Complied,Not Complied,Not Complied
Chhatrapati Sambhajinagar,Chhatrapati Sambhajinagar,GMC Chh. Sambhajinagar,Biochemistry,0,0,0,1,7,7,5,0,0,1,2,3,0,4,,Complied,Not Complied,Not Complied,Not Complied,Not Complied
Chhatrapati Sambhajinagar,Chhatrapati Sambhajinagar,GMC Chh. Sambhajinagar,Pathology,0,0,0,1,6,12,7,0,14,1,3,4,0,6,,Complied,Not Complied,Not Complied,Not Complied,Not Complied
Chhatrapati Sambhajinagar,Chhatrapati Sambhajinagar,GMC Chh. Sambhajinagar,Microbiology,0,0,0,1,4,3,5,0,13,1,2,3,0,4,,Complied,Not Complied,Complied,Not Complied,Not Complied
Chhatrapati Sambhajinagar,Chhatrapati Sambhajinagar,GMC Chh. Sambhajinagar,Pharmacology,0,0,0,1,4,5,8,0,3,1,2,3,0,4,,Complied,Not Complied,Not Complied,Not Complied,Not Complied
Chhatrapati Sambhajinagar,Chhatrapati Sambhajinagar,GMC Chh. Sambhajinagar,Forensic Medicine Including Toxicology,0,0,0,1,4,3,5,0,3,1,1,1,0,4,,Complied,Not Complied,Not Complied,Not Complied,Not Complied
Chhatrapati Sambhajinagar,Chhatrapati Sambhajinagar,GMC Chh. Sambhajinagar,Community Medicine,0,0,0,1,5,7,7,0,12,1,2,4,0,5,,Complied,Not Complied,Not Complied,Not Complied,Not Complied
Chhatrapati Sambhajinagar,Chhatrapati Sambhajinagar,GMC Chh. Sambhajinagar,General Medicine,0,262,7,1,8,11,7,0,20,1,6,7,7,0,,Complied,Not Complied,Not Complied,Complied,Complied
Chhatrapati Sambhajinagar,Chhatrapati Sambhajinagar,GMC Chh. Sambhajinagar,Paediatrics,0,120,4,1,3,7,5,0,9,1,3,4,4,0,,Complied,Complied,Not Complied,Not Complied,Complied
Chhatrapati Sambhajinagar,Chhatrapati Sambhajinagar,GMC Chh. Sambhajinagar,Psychiatry,0,20,1,1,1,1,2,0,3,1,0,1,1,0,,Complied,Not Complied,Complied,Not Complied,Complied
Chhatrapati Sambhajinagar,Chhatrapati Sambhajinagar,GMC Chh. Sambhajinagar,"Dermatology, Venereology and Leprosy",0,0,0,1,1,1,2,0,0,1,0,1,1,0,,Complied,Not Complied,Complied,Not Complied,Complied
Chhatrapati Sambhajinagar,Chhatrapati Sambhajinagar,GMC Chh. Sambhajinagar,Tuberculosis And Respiratory Diseases,0,45,1,1,1,1,2,0,5,1,0,1,1,0,,Complied,Not Complied,Complied,Not Complied,Complied
Chhatrapati Sambhajinagar,Chhatrapati Sambhajinagar,GMC Chh. Sambhajinagar,General Surgery,0,245,5,1,9,8,8,0,20,1,6,7,7,0,,Complied,Not Complied,Not Complied,Not Complied,Complied
Chhatrapati Sambhajinagar,Chhatrapati Sambhajinagar,GMC Chh. Sambhajinagar,Orthopaedics,0,90,4,1,3,5,5,0,9,1,3,4,4,0,,Complied,Complied,Not Complied,Not Complied,Complied
Chhatrapati Sambhajinagar,Chhatrapati Sambhajinagar,GMC Chh. Sambhajinagar,Radio-Diagnosis,0,0,3,1,5,3,4,0,13,1,1,2,3,0,,Complied,Not Complied,Not Complied,Not Complied,Complied
Chhatrapati Sambhajinagar,Chhatrapati Sambhajinagar,GMC Chh. Sambhajinagar,Oto-Rhinolaryngology (ENT),0,30,2,1,2,1,3,0,4,1,1,1,1,0,,Complied,Not Complied,Complied,Not Complied,Complied
Chhatrapati Sambhajinagar,Chhatrapati Sambhajinagar,GMC Chh. Sambhajinagar,Ophthalmology,0,0,2,1,3,4,3,0,8,1,1,2,2,0,,Complied,Not Complied,Not Complied,Not Complied,Complied
Chhatrapati Sambhajinagar,Chhatrapati Sambhajinagar,GMC Chh. Sambhajinagar,Obstetrics And Gynaecology,0,200,5,1,5,9,5,0,21,1,3,4,4,0,,Complied,Not Complied,Not Complied,Not Complied,Complied
Chhatrapati Sambhajinagar,Chhatrapati Sambhajinagar,GMC Chh. Sambhajinagar,Anaesthesiology,0,0,0,1,4,5,5,0,0,1,4,5,4,0,,Complied,Complied,Complied,Not Complied,Complied
Chhatrapati Sambhajinagar,Chhatrapati Sambhajinagar,GMC Chh. Sambhajinagar,Physical Medicine And Rehabilitation,0,0,0,0,0,0,0,0,0,1,0,1,2,0,,Not Complied,Complied,Not Complied,Not Complied,Complied
Chhatrapati Sambhajinagar,Chhatrapati Sambhajinagar,GMC Chh. Sambhajinagar,Emergency Medicine,0,0,0,0,0,0,10,0,0,0,0,0,0,0,,Complied,Complied,Complied,Not Complied,Complied
Chhatrapati Sambhajinagar,Chhatrapati Sambhajinagar,GMC Chh. Sambhajinagar,Radiation Oncology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Complied,Complied,Complied,Complied,Complied
Chhatrapati Sambhajinagar,Chhatrapati Sambhajinagar,GMC Chh. Sambhajinagar,Dentistry,0,0,0,1,1,1,2,0,0,1,1,1,0,0,,Complied,Complied,Complied,Not Complied,Complied
Chhatrapati Sambhajinagar,Chhatrapati Sambhajinagar,GMC Chh. Sambhajinagar,Transfusion Medicine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Complied,Complied,Complied,Complied,Complied
Chhatrapati Sambhajinagar,Chhatrapati Sambhajinagar,GMC Chh. Sambhajinagar,Geriatric Medicine,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Complied,Complied,Not Complied,Complied,Complied
Chhatrapati Sambhajinagar,Hingoli,GMC Hingoli,Anatomy,100,0,0,1,1,0,0,0,0,1,1,1,0,3,,Complied,Complied,Not Complied,Complied,Not Complied
Chhatrapati Sambhajinagar,Hingoli,GMC Hingoli,Physiology,0,0,0,1,1,0,0,0,0,1,1,1,0,3,,Complied,Complied,Not Complied,Complied,Not Complied
Chhatrapati Sambhajinagar,Hingoli,GMC Hingoli,Biochemistry,0,0,0,1,1,0,0,0,0,1,1,1,0,3,,Complied,Complied,Not Complied,Complied,Not Complied
Chhatrapati Sambhajinagar,Hingoli,GMC Hingoli,Pathology,0,0,0,0,1,0,1,0,0,1,2,3,0,4,,Not Complied,Not Complied,Not Complied,Not Complied,Not Complied
Chhatrapati Sambhajinagar,Hingoli,GMC Hingoli,Microbiology,0,0,0,0,1,0,1,0,0,1,1,1,0,3,,Not Complied,Complied,Not Complied,Not Complied,Not Complied
Chhatrapati Sambhajinagar,Hingoli,GMC Hingoli,Pharmacology,0,0,0,0,1,0,0,0,0,1,1,1,0,2,,Not Complied,Complied,Not Complied,Complied,Not Complied
Chhatrapati Sambhajinagar,Hingoli,GMC Hingoli,Forensic Medicine Including Toxicology,0,0,0,1,0,0,0,0,0,1,0,1,0,2,,Complied,Complied,Not Complied,Complied,Not Complied
Chhatrapati Sambhajinagar,Hingoli,GMC Hingoli,Community Medicine,0,0,0,0,0,0,0,0,0,1,2,2,0,3,,Not Complied,Not Complied,Not Complied,Complied,Not Complied
Chhatrapati Sambhajinagar,Hingoli,GMC Hingoli,General Medicine,0,100,3,1,2,0,2,0,0,1,3,4,4,0,,Complied,Not Complied,Not Complied,Not Complied,Complied
Chhatrapati Sambhajinagar,Hingoli,GMC Hingoli,Paediatrics,0,50,2,0,1,0,1,0,0,1,1,2,2,0,,Not Complied,Complied,Not Complied,Not Complied,Complied
Chhatrapati Sambhajinagar,Hingoli,GMC Hingoli,Psychiatry,0,10,1,0,1,0,0,0,0,0,1,1,1,0,,Complied,Complied,Not Complied,Not Complied,Complied
Chhatrapati Sambhajinagar,Hingoli,GMC Hingoli,"Dermatology, Venereology and Leprosy",0,10,1,0,0,0,0,0,0,0,1,1,1,0,,Complied,Not Complied,Not Complied,Not Complied,Complied
Chhatrapati Sambhajinagar,Hingoli,GMC Hingoli,Tuberculosis And Respiratory Diseases,0,0,0,0,0,0,0,0,0,1,0,1,1,0,,Not Complied,Complied,Not Complied,Not Complied,Complied
Chhatrapati Sambhajinagar,Hingoli,GMC Hingoli,General Surgery,0,100,3,1,2,0,1,0,0,1,3,4,4,0,,Complied,Not Complied,Not Complied,Not Complied,Complied
Chhatrapati Sambhajinagar,Hingoli,GMC Hingoli,Orthopaedics,0,40,0,0,1,0,1,0,0,1,1,2,2,0,,Not Complied,Complied,Not Complied,Not Complied,Complied
Chhatrapati Sambhajinagar,Hingoli,GMC Hingoli,Oto-Rhinolaryngology (ENT),0,0,1,0,0,0,1,0,0,1,1,1,1,0,,Not Complied,Not Complied,Not Complied,Complied,Complied
Chhatrapati Sambhajinagar,Hingoli,GMC Hingoli,Ophthalmology,0,20,1,0,0,0,1,0,0,1,1,1,1,0,,Not Complied,Not Complied,Not Complied,Complied,Complied
Chhatrapati Sambhajinagar,Hingoli,GMC Hingoli,Obstetrics And Gynaecology,0,50,2,0,1,6,3,0,0,1,1,2,2,0,,Not Complied,Complied,Not Complied,Not Complied,Complied
Chhatrapati Sambhajinagar,Hingoli,GMC Hingoli,Anaesthesiology,0,0,0,0,2,1,1,0,0,1,2,4,3,0,,Not Complied,Complied,Not Complied,Not Complied,Complied
Chhatrapati Sambhajinagar,Hingoli,GMC Hingoli,Radiology,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,Complied,Not Complied,Complied,Not Complied,Complied
Chhatrapati Sambhajinagar,Hingoli,GMC Hingoli,Dentistry,0,0,1,0,0,0,0,0,0,1,1,1,0,0,,Not Complied,Not Complied,Not Complied,Complied,Complied
Chhatrapati Sambhajinagar,Parbhani,GMC Parbhani,Anatomy,100,0,0,1,1,1,0,0,0,1,1,1,0,3,,Complied,Complied,Complied,Complied,Not Complied
Chhatrapati Sambhajinagar,Parbhani,GMC Parbhani,Physiology,0,0,0,0,1,1,0,0,0,1,1,1,0,3,,Not Complied,Complied,Complied,Complied,Not Complied
